Resume,Interests,Skills,Masters,UG_Specialization,Career_Path
"Construction;Urban Planning Proeficiency in Software like STAAD PRO, ETABS Civil Engineering Civil & Structural Engineer ETABS Masters in Structural Engineering",Construction;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Masters in Structural Engineering,Civil Engineering,Civil Engineer
"Financial Analysis;Industires;Design;Urban Planning;Project Management Communication skills;Negotiation skills;Leadership;Proeficiency in Software like STAAD PRO, ETABS Civil Engineering Civil & Structural Engineer ETABS & STAAD-Pro Masters in Structural Engineering",Financial Analysis;Industires;Design;Urban Planning;Project Management,"Communication skills;Negotiation skills;Leadership;Proeficiency in Software like STAAD PRO, ETABS",Masters in Structural Engineering,Civil Engineering,Management Professional
"Teaching, Technology, Understand Human Behaviour, Understand Human Body Python, Java, SQL Computer Science Engineering Data Analyst Android application development","Teaching, Technology, Understand Human Behaviour, Understand Human Body","Python, Java, SQL",,Computer Science Engineering,Data Scientist
"Research, Teaching, Entrepreneurship, Understand Human Behaviour AI, ML, Editing, Market Study, Team work Statistics Student (Unemployed) Data science  Masters in Statistics","Research, Teaching, Entrepreneurship, Understand Human Behaviour","AI, ML, Editing, Market Study, Team work",Masters in Statistics,Statistics,Data Scientist
Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job Product knowledge;Problem Solving skills;Client management Hindi Education and Geography   CCC,Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job,Product knowledge;Problem Solving skills;Client management,,Hindi Education and Geography ,Product Manager
"Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL Software engineering, java programming, web development  Quality analyst  Networking, data scientists",Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL,,"Software engineering, java programming, web development ",Data Scientist
"Teaching;Govt. Job Artistic/Creative Skills;Teaching Kathak dance Dance teacher in Dehli public school Jankipuram Lucknow  Folk dance,  parangat",Teaching;Govt. Job,Artistic/Creative Skills;Teaching,,Kathak dance,Academic / Teacher
Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching Mechanical Engineering   No,Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening,Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching,,Mechanical Engineering ,Data Scientist
Software Job NO Electrical and Electronics Engineering ASE No,Software Job,NO,,Electrical and Electronics Engineering,Software Developer
"Research Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge Automobile Engineering Mechanical Engineer Coursera- python, lean manufacturing, sql",Research,"Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge",,Automobile Engineering,Data Scientist
"Research,Understand human body,BioTechnology 
Molecular Biology;Structural Biology. Nucleic acid - Protein interactions. Data Analysis Biotechnology Teaching Assistant-Biotechnology AMCAT Certified Scientist - Pharmaceuticals;Bioinformatics.","Research,Understand human body,BioTechnology","
Molecular Biology;Structural Biology. Nucleic acid - Protein interactions. Data Analysis",,Biotechnology,Biotech/Pharma Associate
"Construction;Construction Manegement;Urban Planning Proeficiency in Software like STAAD PRO, ETABS Civil Engineering Civil & Structural Engineer AutoCAD Civil 3D",Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",,Civil Engineering,Civil Engineer
"Technology,Entrepreneurship Programming,Leadership skills,Presentation skills,Team work Computer Science Engineering AWS Developer No masters in AWS","Technology,Entrepreneurship","Programming,Leadership skills,Presentation skills,Team work",masters in AWS,Computer Science Engineering,Cloud/DevOps Engineer
Research;Technology Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence Mechanical Engineering  IBM AND PYTHON,Research;Technology,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,,Mechanical Engineering,Machine Learning Engineer
"Financial Analysis, News Coverage, Social Justice, Teaching AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading Mathematics Student (Unemployed) Data Science with Python and R","Financial Analysis, News Coverage, Social Justice, Teaching","AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading",,Mathematics,Data Scientist
Financial Analysis;Data analytics Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills Biological sciences   No Master of Finance,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills,Master of Finance ,Biological sciences ,Finance Analyst
Technology Editing;Writing skills;C++;Medical knowledge Zoology  No,Technology,Editing;Writing skills;C++;Medical knowledge,,Zoology,Content Writer
"Litigation & Legal service Civil & Criminal Law Criminal justice/ law enforcement administration Litigation Lawyer Legal advice, litigation",Litigation & Legal service,Civil & Criminal Law,,Criminal justice/ law enforcement administration,Lawyer / Legal Associate
Data analytics;Data scientist;All fields related to Data science. Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills Electrical and Electronics Engineering  No,Data analytics;Data scientist;All fields related to Data science.,Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,,Electrical and Electronics Engineering,Data Scientist
Technology;Web Designing;Social media marketing Programming Language skills;C++;R;Python;Java Computer Science Engineering  Front End Developer  No,Technology;Web Designing;Social media marketing,Programming Language skills;C++;R;Python;Java,,Computer Science Engineering ,Sales & Marketing Executive
"Software developer  Python, Java, SQL Computer Science Engineering Student (Unemployed) No",Software developer ,"Python, Java, SQL",,Computer Science Engineering,Software Developer
"Research;Teaching;Trading;Data analytics;Govt. Job Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL Mechanical Engineering  Tableau, Data Science certification, Python with DS",Research;Teaching;Trading;Data analytics;Govt. Job,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,,Mechanical Engineering,Data Scientist
"Financial Analysis, Research, Technology, Entrepreneurship Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau Civil Engineering Civil Engineer Data visualization Using Tableau Certification Course In Data science","Financial Analysis, Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau",Certification Course In Data science,Civil Engineering,Data Scientist
Sales/Marketing;Supply Chain Analysis;Game industry;Service Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills Management  No,Sales/Marketing;Supply Chain Analysis;Game industry;Service,Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills,,Management,Sales & Marketing Executive
Sports Industry Gathering Information Mechanical Engineering Executive No,Sports Industry,Gathering Information,,Mechanical Engineering,Mechanical Engineer
Financial Analysis;Research;Technology;Understand human behaviour People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management Aeronautical Team leader ANSYS Aeronautical engineering,Financial Analysis;Research;Technology;Understand human behaviour,People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management,Aeronautical engineering,Aeronautical,Management Professional
